Loading projection matrices.
Loading images.
Loading silhouettes.
Creating camera objects.
Creating voxel grid.
Processing voxels.
Creating PLY file.
Determining point colors.
Done.
         10027682 function calls (10003032 primitive calls) in 11.618 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mathimpl.py:1(<module>)
      240    0.000    0.000    0.000    0.000 __init__.py:2643(key)
        1    0.000    0.000    0.000    0.000 _pep440.py:1(<module>)
      108    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 quaternion.py:1(<module>)
        5    0.000    0.000    0.000    0.000 targets.py:9(get_process_triple)
        2    0.000    0.000    0.000    0.000 nrtdynmod.py:111(_define_atomic_inc_dec)
        1    0.000    0.000    0.000    0.000 conventions.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 castgraph.py:1(<module>)
       48    0.000    0.000    0.000    0.000 numbers.py:1363(__abs__)
        6    0.000    0.000    0.000    0.000 utils.py:144(deprecate)
      237    0.000    0.000    0.000    0.000 iterables.py:2956(is_sequence)
        1    0.000    0.000    0.000    0.000 case.py:1(<module>)
      103    0.000    0.000    0.000    0.000 utils.py:201(_is_utf)
        1    0.000    0.000    0.000    0.000 residue_ntheory.py:1(<module>)
        2    0.000    0.000    0.000    0.000 glob.py:162(_listdir)
      495    0.000    0.000    0.000    0.000 base.py:41(__init__)
        1    0.000    0.000    0.000    0.000 wrappers.py:1(<module>)
      170    0.000    0.000    0.000    0.000 target_extension.py:120(inherits_from)
       96    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(size)
       12    0.000    0.000    0.000    0.000 npydecl.py:413(_numpy_redirect)
        4    0.000    0.000    0.000    0.000 extending.py:188(decorate)
      972    0.000    0.000    0.000    0.000 version.py:271(<genexpr>)
        1    0.000    0.000    0.000    0.000 contains.py:1(<module>)
        8    0.000    0.000    0.000    0.000 repmatrix.py:256(_eval_scalar_mul)
      103    0.000    0.000    0.000    0.000 utils.py:88(__getattr__)
        3    0.000    0.000    0.000    0.000 facts.py:289(split_alpha_beta)
       16    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.new}
        1    0.000    0.000    0.000    0.000 ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
     1420    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 pythonapi.py:1342(serialize_uncached)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        1    0.000    0.000    0.000    0.000 numpy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quicksort.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codegen.py:1260(_check_llvm_bugs)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3353(setResultsName)
      206    0.000    0.000    0.000    0.000 std.py:1167(_comparable)
        3    0.000    0.000    0.000    0.000 rangeobj.py:27(make_range_impl)
       96    0.000    0.000    0.000    0.000 fromnumeric.py:198(reshape)
      163    0.000    0.000    0.000    0.000 decorator.py:176(public)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:1(<module>)
        3    0.000    0.000    0.000    0.000 codegen.py:1240(_pass_manager_builder)
       20    0.000    0.000    0.000    0.000 enum.py:980(__or__)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:1(<module>)
      170    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
       24    0.000    0.000    0.000    0.000 numbers.py:1404(_Frel)
      764    0.000    0.000    0.000    0.000 version.py:81(__eq__)
        1    0.000    0.000    0.000    0.000 parabola.py:1(<module>)
       44    0.000    0.000    0.000    0.000 functions.py:524(__init__)
      231    0.000    0.000    0.000    0.000 event.py:254(on_end)
      206    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 bytecode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doctest.py:1138(DocTestRunner)
       68    0.000    0.000    0.000    0.000 functools.py:844(register)
       61    0.000    0.000    0.000    0.000 typing.py:1142(<genexpr>)
        1    0.000    0.000    0.000    0.000 initfini.py:32(initialize_native_target)
        1    0.000    0.000    0.000    0.000 codegen.py:1363(_customize_tm_options)
     1002    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 controlflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compatibility.py:1(<module>)
        2    0.000    0.000    0.000    0.000 module.py:109(verify)
        2    0.000    0.000    0.000    0.000 operations.py:603(register_handlerclass)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:138(_define_atomic_cas)
        1    0.000    0.000    0.000    0.000 kronecker.py:1(<module>)
       71    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
        8    0.000    0.000    0.000    0.000 matrices.py:806(__array__)
      103    0.000    0.000    0.000    0.000 registry.py:9(wraps)
      471    0.000    0.000    0.000    0.000 copyreg.py:100(__newobj__)
        1    0.000    0.000    0.000    0.000 _arrays.py:1(<module>)
       86    0.000    0.000    0.000    0.000 values.py:445(__init__)
        1    0.000    0.000    0.000    0.000 polytools.py:100(Poly)
        1    0.000    0.000    0.000    0.000 codegen.py:1231(_function_pass_manager)
       36    0.000    0.000    0.000    0.000 glob.py:128(_iterdir)
     1421    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 caching.py:508(_load_index)
        3    0.000    0.000    0.000    0.000 passes.py:33(create_pass_manager_builder)
      284    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
      221    0.000    0.000    0.000    0.000 function.py:144(<listcomp>)
      268    0.000    0.000    0.000    0.000 libmpf.py:322(<genexpr>)
        2    0.000    0.000    0.000    0.000 codegen.py:768(_finalize_dynamic_globals)
       12    0.000    0.000    0.000    0.000 typing.py:664(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 expr.py:36(Expr)
       16    0.000    0.000    0.000    0.000 PpmImagePlugin.py:65(_read_token)
      119    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 codegen.py:1390(_customize_tm_features)
       91    0.000    0.000    0.000    0.000 _utils.py:16(register)
        2    0.000    0.000    0.000    0.000 kind.py:287(_)
        1    0.000    0.000    0.000    0.000 codegen.py:1319(_get_host_cpu_features)
        1    0.000    0.000    0.000    0.000 config.py:144(process_environ)
      407    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
      134    0.000    0.000    0.000    0.000 abstract.py:39(__init__)
        1    0.000    0.000    0.000    0.000 codegen.py:1420(get_host_cpu_features)
     1594    0.000    0.000    0.000    0.000 event.py:92(kind)
      257    0.000    0.000    0.000    0.000 __init__.py:549(_)
      525    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        1    0.000    0.000    0.000    0.000 gdb_hook.py:1(<module>)
        1    0.000    0.000    0.000    0.000 funcmatrix.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 caching.py:690(_index_key)
        8    0.000    0.000    0.000    0.000 typing.py:1187(copy_with)
        4    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
       44    0.000    0.000    0.000    0.000 target_extension.py:75(resolve_dispatcher_from_str)
      186    0.000    0.000    0.000    0.000 __init__.py:2818(__getattr__)
       24    0.000    0.000    0.000    0.000 numbers.py:1736(__mul__)
      312    0.000    0.000    0.000    0.000 context.py:484(_remove_global)
     1248    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      616    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        7    0.000    0.000    0.000    0.000 extending.py:270(make_attribute_wrapper)
      178    0.000    0.000    0.000    0.000 misc.py:488(as_int)
        1    0.000    0.000    0.000    0.000 transpose.py:1(<module>)
      148    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        8    0.000    0.000    0.000    0.000 {method '_parse_whole' of 'xml.etree.ElementTree.XMLParser' objects}
      470    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __config__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cpu.py:216(get_executable)
        1    0.000    0.000    0.000    0.000 bytes.py:1(<module>)
     1081    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
      278    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
        1    0.000    0.000    0.000    0.000 ir.py:25(Loc)
      201    0.000    0.000    0.000    0.000 templates.py:1238(register_attr)
        1    0.000    0.000    0.000    0.000 target_extension.py:1(<module>)
      280    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        1    0.000    0.000    0.000    0.000 str.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyoptions.py:299(Wrt)
        1    0.000    0.000    0.000    0.000 conditionset.py:1(<module>)
      166    0.000    0.000    0.000    0.000 extending.py:200(_overload_method_common)
        1    0.000    0.000    0.000    0.000 plane.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
      200    0.000    0.000    0.000    0.000 ansitowin32.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 values.py:84(_ConstOpMixin)
        1    0.000    0.000    0.000    0.000 type_annotations.py:1(<module>)
      612    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
     1050    0.000    0.000    0.000    0.000 version.py:393(_parse_letter_version)
      195    0.000    0.000    0.000    0.000 utils.py:57(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method nt.chdir}
      208    0.000    0.000    0.000    0.000 ctx_fp.py:51(_wrap_specfun)
        1    0.000    0.000    0.000    0.000 init_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ansi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matexpr.py:37(MatrixExpr)
      208    0.000    0.000    0.000    0.000 ctx_mp_python.py:1012(_wrap_specfun)
        2    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
      106    0.000    0.000    0.000    0.000 manager.py:16(register)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:354(_get_scalar_type_map)
       20    0.000    0.000    0.000    0.000 scalars.py:41(from_bitwidth)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 companion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        8    0.000    0.000    0.000    0.000 dense.py:151(matrix2numpy)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       11    0.000    0.000    0.000    0.000 symbol.py:281(__new__)
        7    0.000    0.000    0.000    0.000 codegen.py:1402(set_env)
        1    0.000    0.000    0.000    0.000 tuple.py:1(<module>)
        4    0.000    0.000    0.000    0.000 npdatetime.py:113(make_constant_array)
        2    0.000    0.000    0.000    0.000 codegen.py:1014(scan_unresolved_symbols)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:365(<dictcomp>)
      650    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 adjoint.py:1(<module>)
  178/105    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
      100    0.000    0.000    0.000    0.000 std.py:605(<lambda>)
     1002    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
      350    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
      880    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
      108    0.000    0.000    0.000    0.000 iterables.py:2898(iterable)
      103    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
      106    0.000    0.000    0.000    0.000 os.py:746(encodekey)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
       33    0.000    0.000    0.000    0.000 functools.py:853(<lambda>)
      336    0.000    0.000    0.000    0.000 common.py:4(_encode_string)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1(<module>)
       24    0.000    0.000    0.000    0.000 PngImagePlugin.py:210(call)
      543    0.000    0.000    0.000    0.000 facts.py:479(__init__)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 series_class.py:1(<module>)
        8    0.000    0.000    0.000    0.000 domainmatrix.py:1076(scalarmul)
       16    0.000    0.000    0.000    0.000 __init__.py:1973(find_distributions)
        5    0.000    0.000    0.000    0.000 dispatcher.py:175(__init__)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       96    0.000    0.000    0.000    0.000 fromnumeric.py:51(_wrapfunc)
      116    0.000    0.000    0.000    0.000 re.py:330(filter)
        2    0.000    0.000    0.000    0.000 facts.py:304(rules_beta)
        1    0.000    0.000    0.000    0.000 module.py:160(link_in)
       17    0.000    0.000    0.000    0.000 ctx_iv.py:407(_mpq)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enumdecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codegen.py:1290(magic_tuple)
